76561197999279952,107600,217200,17710,225600,224540
76561197988752848,47730,214850,204560,229870,24170
76561197998178464,244630,47730,204560,302380,215510
76561197977045200,13510,244630,45100,219540,219830
76561197994697872,229870,44200,37200,11440,15210
76561197972149776,202730,214850,204560,240320,47730
76561197975162112,37400,20530,223750,225600,272060
76561197974988208,13510,219540,272060,223530,32340
76561197970670496,240320,305260,47730,212030,209540
76561197965110208,207570,223530,240320,223750,36700
76561197979496480,223750,7770,253980,305260,24170
76561197960516736,223750,253900,241640,219830,12180
76561197974968224,238890,223750,94000,217200,13510
76561197991601072,214850,107600,11440,94000,47730
76561197960907312,219830,204560,244630,223530,29660
76561197995167488,202730,262410,272060,246580,108200
76561197985199920,24170,94000,228960,253630,244630
76561197960806720,214850,202730,47730,8170,207930
76561197960700640,214850,244630,32340,253710,20530
76561197971978928,207570,223750,214850,12180,8660
76561197984581088,13510,24170,107600,224540,240320
76561197984822400,47730,306830,6600,11440,12370
76561197988300016,47730,244630,219830,29660,223530
76561197986358480,223530,33680,24170,37400,44630
76561197965492384,225640,107600,211160,24870,202730
76561197976430512,111900,228960,207930,11440,253900
76561197960432656,108200,229870,102840,11440,219830
76561197965059232,47730,204560,211160,219540,244630
76561197975600512,219830,47730,244630,204560,11440
76561197963479760,41730,12180,12170,212030,111900
76561197970028464,2630,238890,212030,240320,32310
76561197975536352,47730,214850,219830,204560,98300
76561197972165344,219540,13510,223750,204560,243870
76561197978298896,11440,37200,2760,229870,6600
76561197997678464,47730,24870,219830,102840,207570
76561197993591328,234390,47730,262410,272060,267530
76561197984229472,214850,24170,253710,37200,234390
76561197992286256,244630,219830,29660,223750,238890
76561197997318128,47730,111900,214850,204560,240320
76561197989957216,240320,6880,216890,29660,1840
76561197970799280,266210,94000,238890,58300,98300
76561197978223728,214850,47730,240320,204560,202730
76561197998887360,2760,202730,223530,214850,207570
76561197961563808,207570,24810,202730,253030,209270
76561197971294752,203290,244630,92500,228960,11440
76561197961743936,207570,227280,33680,238240,266210
76561197972898768,214850,111900,240320,24170,107600
76561197988217584,219830,272060,42160,102840,242460
76561197995871216,272060,13510,2760,240320,246580
76561197988653248,29660,242460,44200,244630,219830
76561197990241104,204560,11440,229870,32200,224820
76561197963051648,238890,8170,94000,238240,217200
76561197993333584,34270,244630,92500,253750,238890
76561197993393376,24170,265650,240320,242460,94000
76561197972359968,265650,215510,266210,207570,202530
76561197971304400,240320,13510,42160,305260,6010
76561197996727520,262410,219540,20530,9180,13510
76561197960527312,207570,96300,12370,11440,47730
76561197971250496,107600,24870,98300,47920,258970
76561197978358464,11440,6600,229870,37200,207370
76561197994804448,223530,219830,50000,202730,225600
76561197977411472,11440,229870,6600,37200,207370
76561197990123680,47730,219830,266210,44200,29660
76561197994292528,102840,42160,214850,32200,224820
76561197991915728,47730,223530,37200,32310,65540
76561197995803072,24170,16720,47730,94000,13510
76561197997559600,202730,272060,240320,12180,246580
76561197970253216,11440,223750,207570,44200,12180
76561197972970112,2760,202530,228960,238890,58520
76561197992674624,219830,204560,253900,272060,229870
76561197993278288,92500,229870,108200,13510,219830
76561197965258864,223750,240320,2130,253710,111900
76561197984241008,24170,240320,9180,223750,29660
76561197988220224,240320,217200,242460,48900,36700
76561197990414896,214850,7200,47730,234390,202730
76561197960537824,111900,11440,305260,24870,51100
76561197994135040,214850,265650,29660,223750,253710
76561197983517760,202730,223530,13510,272060,219540
76561197968562400,214850,47730,44200,242110,295710
76561197995807472,47730,6600,202730,219830,15210
76561197960938528,262410,305260,248570,253710,92500
76561197962336080,57800,302270,13510,219540,202530
76561197970456592,214850,244630,202730,12180,240320
76561197983241968,214850,219830,102840,42160,32200
76561197984568736,240320,224540,305260,107600,223530
76561197994741584,6600,11440,229870,37200,13510
76561197991293152,219830,214850,32200,295710,47730
76561197979963328,272060,202730,240320,224540,246580
76561197983153984,272060,202730,24170,209120,32710
76561197997952128,207570,12170,202730,228760,6920
76561197980455920,47730,209270,262410,65540,207570
76561197988689616,44200,229870,242460,37200,201420
76561197995398272,207570,108200,2630,46520,8170
76561197991000256,214850,47730,202730,204560,32710
76561197998068224,47730,223750,44200,9500,32710
76561197993324448,94000,258970,111900,207430,2130
76561197999367280,305260,214850,223750,9180,262410
76561197976966576,214850,47730,219830,202730,315640
76561197998589840,214850,47730,219830,94000,42160
76561197978423648,229870,262410,305260,219600,13700
76561197980838912,11440,39510,92500,253750,107600
76561197990777456,9500,202730,225600,11440,6880
76561197998848464,47730,295710,63800,266430,214850
76561197980408384,13510,219540,272060,224820,37200
76561197973071120,107600,102840,65540,11440,32200
76561197968470688,204560,107600,24870,242110,224540
76561197984112832,214850,272060,224820,265650,102840
76561197965385744,47730,102840,240320,214850,204560
76561197985152144,12180,262410,229870,106010,32710
76561197971987776,13510,272060,223530,219540,94000
76561197988570656,107600,37200,13510,223530,253710
76561197994875104,214850,32200,102840,7770,32340
76561197986515600,24170,37200,13510,32310,223750
76561197972703504,272060,223530,13510,219540,202730
76561197997637616,223750,11440,229870,13510,6600
76561197995766448,2760,50000,219830,8170,223530
76561197967196944,223750,227280,7770,253980,305260
76561197968878080,51100,207570,24870,315640,24170
76561197986078224,47730,227280,253900,20530,272060
76561197997886720,13510,219830,242460,11440,265650
76561197974280560,204560,102840,216890,224820,11440
76561197981956384,47730,58520,111900,50000,13510
76561197970409680,94000,204560,244630,238240,6920
76561197972193232,111900,47730,214850,204560,50000
76561197999060368,214850,47730,111900,204560,32340
76561197967486512,244630,202730,29660,2760,44200
76561197970796704,229870,47730,37200,58520,227280
76561197999199024,12180,202730,214850,244630,6040
76561197962383664,20530,50000,202730,6010,214850
76561197992722496,13510,272060,238890,202730,239220
76561197976491936,202730,223530,13510,272060,211160
76561197966123808,2630,204560,107600,92500,24870
76561197968252096,219540,11440,214850,265650,48900
76561197981853568,47730,111900,13510,229870,58520
76561197966442624,24170,240320,244630,223750,262410
76561197973229904,240320,111900,11440,219540,307290
76561197990479472,238890,94000,217200,6810,217750
76561197972645056,13510,219540,272060,6920,24420
76561197960900160,47730,214850,204560,240320,302380
76561197991846016,219830,272060,102840,224820,242460
76561197997278080,219830,253710,50000,20530,92500
76561197985178048,272060,6600,96300,203210,242110
